Semester Year Name Concat,Crs Academic Dept Short Nm,Course Subject Cd,Course Subject Short Nm,Course Number,Section Nbr,Course Title Nm,Instr Name Concat,Course Control Nbr,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Incomplete,Total Grades for Course
2015 Fall,South & SE Asian Studies,"S,SEASN",South & SE Asian Studies,R5A,1,Self Represent/Natn,Joseph Scalice; Robert Goldman,83503,,13,5,,1,,,,,,,,,,19
2015 Fall,South & SE Asian Studies,"S,SEASN",South & SE Asian Studies,R5A,2,Self Represent/Natn,Katherine Bruhn; Robert Goldman,83506,3,6,4,3,1,,1,,,,,,,,18
2015 Fall,South & SE Asian Studies,"S,SEASN",South & SE Asian Studies,R5A,3,Self Represent/Natn,Kathleen Gutierrez; Robert Goldman,83509,,9,7,4,,,,,,,,,,,20
2015 Fall,South & SE Asian Studies,"S,SEASN",South & SE Asian Studies,C52,1,Intro To Buddhism,Mark Blum,83512,,2,5,2,3,1,4,3,1,,,,,,27
2015 Fall,South & SE Asian Studies,"S,SEASN",South & SE Asian Studies,120,1,"Topics S,Seasn",Maria Barrios-Leblanc,83560,14,27,,,,,,,,,,,,1,42
2015 Fall,South & SE Asian Studies,"S,SEASN",South & SE Asian Studies,120,3,"Topics S,Seasn",Blake Wentworth,83566,5,9,,1,,,,,,,,,,,16
2015 Fall,South & SE Asian Studies,SEASIAN,Southeast Asian,10A,1,Intrd Civ Se Asia,Penelope Edwards,84103,4,8,5,2,1,2,,1,1,,,1,,,40
2015 Fall,South & SE Asian Studies,TAMIL,Tamil,1A,1,Introd Tamil,Bharathy Sankara Rajulu,85603,12,1,1,,,,,,,,,,,,15
2015 Fall,South & SE Asian Studies,TELUGU,Telugu,1A,1,Elem Telugu,Bharathy Sankara Rajulu,85803,8,1,1,1,1,,,,,,,,,,12
2015 Fall,South & SE Asian Studies,THAI,Thai,1A,1,Introductory Thai,Supatra Chowchuvech,85903,2,2,3,1,2,1,,,,,,,,,13
2015 Fall,South & SE Asian Studies,VIETNMS,Vietnamese,1A,2,Intro Vietnamese,Hanh Tran,86006,,8,7,,,,,,,,,,,,16
2015 Fall,South & SE Asian Studies,VIETNMS,Vietnamese,1A,3,Intro Vietnamese,Hanh Tran,86009,,2,7,7,,,,,,,,,,,20
2015 Fall,South & SE Asian Studies,VIETNMS,Vietnamese,100A,1,Intermed Viet,Hanh Tran,86012,,5,10,2,,,,,,,,,,,19
2015 Fall,Spanish & Portuguese,PORTUG,Portuguese,101A,2,Portug For Adv Stdy,Clelia Donovan; Sebastiao Macedo,86609,1,,4,,,2,,1,1,,,,,,14
2015 Fall,Spanish & Portuguese,PORTUG,Portuguese,101A,3,Portug For Adv Stdy,Clelia Donovan; Poema Quesado Valente Meyer,86612,2,1,5,1,,,,,,,,,,,12
2015 Fall,Spanish & Portuguese,PORTUG,Portuguese,101B,2,Port Adv Stdy-Wkshp,Clelia Donovan; Duarte Carvalho Pinheiro,86621,,4,5,,,,,,,,,,,,12
2015 Fall,Spanish & Portuguese,PORTUG,Portuguese,101B,3,Port Adv Stdy-Wkshp,Clelia Donovan; Duarte Carvalho Pinheiro,86624,1,3,4,1,2,,,,,,,,,,14
2015 Fall,Spanish & Portuguese,PORTUG,Portuguese,102,1,Readings In Portug,Clelia Donovan,86627,,11,2,1,2,,,1,,,,,,,18
2015 Fall,Spanish & Portuguese,PORTUG,Portuguese,103,1,Adv Gram And Comp,Clelia Donovan,86630,,2,2,3,1,,,,,,,,,,10
2015 Fall,Spanish & Portuguese,PORTUG,Portuguese,104,1,Intro Brazilian Lit,Candace Slater; Krista Brune,86633,,4,3,2,4,,,,,,,,,,13
2015 Fall,Spanish & Portuguese,SPANISH,Spanish,1,1,Elem Spanish,Ariel Wind; Miriam Hernandez-Rodriguez,86103,,3,1,1,1,1,,,,1,,1,1,,16
2015 Fall,Spanish & Portuguese,SPANISH,Spanish,1,2,Elem Spanish,Delia Neyra Tercero; Miriam Hernandez-Rodriguez,86106,,4,1,1,3,1,1,1,,,,,,,18
2015 Fall,Spanish & Portuguese,SPANISH,Spanish,1,3,Elem Spanish,Kyle Thomson; Miriam Hernandez-Rodriguez,86109,1,6,1,2,3,1,1,,,,,,,,22
2015 Fall,Spanish & Portuguese,SPANISH,Spanish,1,4,Elem Spanish,Miriam Hernandez-Rodriguez; Rachel Ward,86112,1,5,4,4,4,1,,,,,,,,,22
2015 Fall,Spanish & Portuguese,SPANISH,Spanish,1,5,Elem Spanish,Azucena Hernandez-Ramirez; Miriam Hernandez-Rodriguez,86115,,9,4,2,,,,,,,,,,,20
2015 Fall,Spanish & Portuguese,SPANISH,Spanish,1,6,Elem Spanish,Justin Berner; Miriam Hernandez-Rodriguez,86118,,3,2,2,4,3,1,,,,,,,,18
2015 Fall,Spanish & Portuguese,SPANISH,Spanish,1,7,Elem Spanish,Adriana Ramirez; Miriam Hernandez-Rodriguez,86121,,3,2,1,1,2,,,,,1,,,1,13
2015 Fall,Spanish & Portuguese,SPANISH,Spanish,1,8,Elem Spanish,Maria Ochoa-Villicana; Miriam Hernandez-Rodriguez,86124,1,3,1,,4,1,,,,,,,,,15
2015 Fall,Spanish & Portuguese,SPANISH,Spanish,R1A,1,Span Speak World,Ignacio Navarrete; Jenelle Thomas,86127,,3,5,2,4,,1,,,,,,,,15
2015 Fall,Spanish & Portuguese,SPANISH,Spanish,2,1,Elem Spanish,Leila Juzam Pucheu; Miriam Hernandez-Rodriguez,86130,,1,,2,2,1,1,,,,1,1,,,19
2015 Fall,Spanish & Portuguese,SPANISH,Spanish,2,2,Elem Spanish,Diana Pacheco Montoya; Miriam Hernandez-Rodriguez,86133,,5,3,3,1,,,1,,,,,,,15
2015 Fall,Spanish & Portuguese,SPANISH,Spanish,2,3,Elem Spanish,Carlos Macias Prieto; Miriam Hernandez-Rodriguez,86136,,5,4,2,4,1,,2,,,,,,,20
2015 Fall,Spanish & Portuguese,SPANISH,Spanish,2,4,Elem Spanish,Maria Gonzalez; Miriam Hernandez-Rodriguez,86139,1,7,2,4,5,1,,,,,,,,,22
2015 Fall,Spanish & Portuguese,SPANISH,Spanish,2,5,Elem Spanish,Miriam Hernandez-Rodriguez; Molly Borowitz,86142,,6,5,2,2,1,3,,,,,,1,,25
2015 Fall,Spanish & Portuguese,SPANISH,Spanish,2,7,Elem Spanish,Brian Pihuleac; Miriam Hernandez-Rodriguez,86148,,4,2,,2,1,1,2,,,,,,,16
2015 Fall,Spanish & Portuguese,SPANISH,Spanish,3,1,Intermed Spanish,Holly Jackson; Miriam Hernandez-Rodriguez,86151,,5,2,1,2,,,,,,,,,1,15
2015 Fall,Spanish & Portuguese,SPANISH,Spanish,3,2,Intermed Spanish,Felix Trevino; Miriam Hernandez-Rodriguez,86154,,4,3,4,1,,,,,,,,,,16
2015 Fall,Spanish & Portuguese,SPANISH,Spanish,3,3,Intermed Spanish,Ana Belen Redondo Campillos; Miriam Hernandez-Rodriguez,86157,1,3,4,3,2,,1,,,,,,,,18
2015 Fall,Spanish & Portuguese,SPANISH,Spanish,3,4,Intermed Spanish,Miriam Hernandez-Rodriguez; Yesenia Blanco,86160,,1,5,,5,1,,,,,,,,,17
2015 Fall,Spanish & Portuguese,SPANISH,Spanish,3,5,Intermed Spanish,Donna Southard; Miriam Hernandez-Rodriguez,86163,,2,1,2,2,1,1,,,,,,,1,19
2015 Fall,Spanish & Portuguese,SPANISH,Spanish,3,6,Intermed Spanish,David Menendez-Alvarez; Miriam Hernandez-Rodriguez,86166,1,4,5,1,1,,,,,,,,,,17
2015 Fall,Spanish & Portuguese,SPANISH,Spanish,3,7,Intermed Spanish,Caterina Riley; Miriam Hernandez-Rodriguez,86169,,1,6,3,1,,,,,,,,,,13
2015 Fall,Spanish & Portuguese,SPANISH,Spanish,4,2,Intermed Spanish,Elena Olsen; Miriam Hernandez-Rodriguez,86175,,3,2,2,1,2,,,,,,,,,11
2015 Fall,Spanish & Portuguese,SPANISH,Spanish,4,3,Intermed Spanish,Elena Olsen; Miriam Hernandez-Rodriguez,86178,,2,4,3,4,2,1,1,,1,,,,,19
2015 Fall,Spanish & Portuguese,SPANISH,Spanish,4,4,Intermed Spanish,Miriam Hernandez-Rodriguez; Yairamaren Roman Maldonado,86181,,2,7,1,1,1,,1,,,,,,,18
2015 Fall,Spanish & Portuguese,SPANISH,Spanish,4,5,Intermed Spanish,Hugo Garcia Manriquez; Miriam Hernandez-Rodriguez,86184,,3,5,4,3,,,,,,1,,,,16
2015 Fall,Spanish & Portuguese,SPANISH,Spanish,4,6,Intermed Spanish,Elena Olsen; Miriam Hernandez-Rodriguez,86187,,2,4,4,1,1,,1,,,,,,,13
2015 Fall,Spanish & Portuguese,SPANISH,Spanish,21,1,Elem Span Bilingual,Ana Belen Redondo Campillos; Miriam Hernandez-Rodriguez,86193,1,5,3,4,2,,,,,,,,1,,19
2015 Fall,Spanish & Portuguese,SPANISH,Spanish,22,1,Interm Sp Bilingual,Miriam Hernandez-Rodriguez,86196,2,7,4,5,1,1,,,,,,,,1,22
2015 Fall,Spanish & Portuguese,SPANISH,Spanish,25,1,Read And Analysis,Dexter Zavalza Hough Snee; Francine Masiello,86202,,11,2,,2,,,,1,,,,,,16
2015 Fall,Spanish & Portuguese,SPANISH,Spanish,25,2,Read And Analysis,Francine Masiello; Jacqueline Bialostozky,86205,,6,3,,4,2,,,,,,,,,17
2015 Fall,Spanish & Portuguese,SPANISH,Spanish,25,3,Read And Analysis,Francine Masiello; Megan Briggs Magnant,86208,,1,8,4,2,,,,,,,,,,19
2015 Fall,Spanish & Portuguese,SPANISH,Spanish,25,4,Read And Analysis,Francine Masiello; Tanya Varela,86211,,2,6,7,1,1,,,1,,,,,,22
2015 Fall,Spanish & Portuguese,SPANISH,Spanish,25,5,Read And Analysis,Francine Masiello; Tanya Varela,86214,,6,8,4,1,1,1,,,,,,,,21
2015 Fall,Spanish & Portuguese,SPANISH,Spanish,25,6,Read And Analysis,Elena Fernandez Fernandez; Francine Masiello,86217,,6,5,2,,,,,,,,,,,14
2015 Fall,Spanish & Portuguese,SPANISH,Spanish,100,1,Spanish Linguistics,Teresa Mcfarland,86229,1,7,3,9,2,,1,,1,,,,,1,25
2015 Fall,Spanish & Portuguese,SPANISH,Spanish,100,2,Spanish Linguistics,Justin Davidson,86231,4,5,4,,4,1,,2,1,1,,,,,22
2015 Fall,Spanish & Portuguese,SPANISH,Spanish,102A,1,Adv Gram And Comp,Victoria Robertson,86232,,7,6,,2,1,,,,,,,,,18
2015 Fall,Spanish & Portuguese,SPANISH,Spanish,102C,1,Adv. Writ. Wkshop,Amelia Barili,86237,1,6,3,,,,,,,,,,,,11
2015 Fall,Spanish & Portuguese,SPANISH,Spanish,104A,1,Survey Span Am Lit,Ivonne Del Valle; Jorge Diaz-Velez,86238,,3,14,4,,,,,,,,,,,22
2015 Fall,Spanish & Portuguese,SPANISH,Spanish,107A,1,Survey Span Lit,Victoria Robertson,86241,2,11,5,1,2,2,,,,,,,,,24
2015 Fall,Spanish & Portuguese,SPANISH,Spanish,111A,1,Cervantes,Ignacio Navarrete,86244,,5,10,2,2,,,,,,,,,,19
2015 Fall,Spanish & Portuguese,SPANISH,Spanish,135,1,Hispanic Literature,Daylet Dominguez,86246,,8,9,6,1,,,,,,,,,1,25
2015 Fall,Spanish & Portuguese,SPANISH,Spanish,135,2,Hispanic Literature,Ivonne Del Valle,86247,,5,6,2,,1,,,,,,,,,14
2015 Fall,Spanish & Portuguese,SPANISH,Spanish,135,3,Hispanic Literature,Emilie Bergmann,86250,,13,4,,,,,,,,,,1,,19
2015 Fall,Spanish & Portuguese,SPANISH,Spanish,135,4,Hispanic Literature,Natalia Brizuela,86253,4,8,4,2,3,,,,,,,,,,22
2015 Fall,Spanish & Portuguese,SPANISH,Spanish,135,5,Hispanic Literature,Camilo Jaramillo Castrillon; Natalia Brizuela,86256,1,8,2,1,,1,,,,,,,,,13
2015 Fall,Spanish & Portuguese,SPANISH,Spanish,135W,1,Writing Intensive,Victoria Robertson,86268,1,7,2,2,1,,,,,,,,1,,14
2015 Fall,Spanish & Portuguese,SPANISH,Spanish,161,1,Sp Phonet & Phonol,Teresa Mcfarland,86274,,7,7,1,,,,,,,,,1,,16
2015 Fall,Statistics,STAT,Statistics,2,1,Intro To Stat,Fletcher Ibser,87303,17,26,17,31,36,28,36,36,16,,2,,17,5,312
2015 Fall,Statistics,STAT,Statistics,20,1,Intro Prob Stat Cal,Fletcher Ibser,87363,27,30,23,38,42,32,56,53,52,,10,,14,2,391
2015 Fall,Statistics,STAT,Statistics,20,2,Intro Prob Stat Cal,Fletcher Ibser,87390,9,15,16,20,18,23,23,24,21,,5,,7,,192
2015 Fall,Statistics,STAT,Statistics,21,1,Intro Prob Stat Bus,Adam Lucas,87444,3,17,32,16,20,36,21,33,9,4,7,,5,,208
2015 Fall,Statistics,STAT,Statistics,94,1,Topics Prob Stat,Anindita Adhikari,87470,13,14,10,8,6,5,2,1,,,3,,1,,96
2015 Fall,Statistics,STAT,Statistics,98,4,Directed Group Stdy,David Aldous; Lukas Vlahos,87486,,,,,,,,,,,,,,,38
2015 Fall,Statistics,STAT,Statistics,98,6,Directed Group Stdy,Allan Sly,87492,,,,,,,,,,,,,,,17
2015 Fall,Statistics,STAT,Statistics,131A,1,Prob Stat Life Sci,Adam Lucas,87501,4,9,10,9,6,7,10,7,1,1,3,,,,69
2015 Fall,Statistics,STAT,Statistics,131A,2,Prob Stat Life Sci,Adam Lucas,87504,8,11,7,6,10,8,7,6,3,4,1,,,,73
2015 Fall,Statistics,STAT,Statistics,133,1,Computing Data,Gaston Sanchez Trujillo,87519,9,62,39,13,7,,1,1,2,,,,,,148
2015 Fall,Statistics,STAT,Statistics,133,2,Computing Data,Gaston Sanchez Trujillo,87537,11,39,37,25,8,3,,2,2,1,1,,,,144
2015 Fall,Statistics,STAT,Statistics,134,1,Concepts Of Prob,Hermann Pitters,87555,5,7,15,21,25,20,23,18,12,3,,5,6,2,173
2015 Fall,Statistics,STAT,Statistics,134,2,Concepts Of Prob,Allan Sly,87557,10,27,18,18,16,18,16,15,13,,2,,10,3,181
2015 Fall,Statistics,STAT,Statistics,135,1,Concepts Of Stat,Shobhana Murali Stoyanov,87594,2,13,7,5,10,6,7,8,4,,2,,5,,71
2015 Fall,Statistics,STAT,Statistics,135,2,Concepts Of Stat,Shobhana Murali Stoyanov,87606,5,12,10,10,15,8,10,10,5,,,,4,,93
2015 Fall,Statistics,STAT,Statistics,150,1,Stochastic Process,David Aldous,87618,3,8,3,3,,,5,7,4,,,,2,,38
2015 Fall,Statistics,STAT,Statistics,151A,1,Linear Modelling,Adityanand Guntuboyina,87627,2,24,20,9,4,5,,,,,,,,,68
2015 Fall,Statistics,STAT,Statistics,153,1,Intro Time Series,Joan Bruna Estrach,87636,2,1,3,6,2,5,3,1,2,2,,2,3,,34
2015 Fall,Statistics,STAT,Statistics,153,2,Intro Time Series,David Brillinger,87639,1,11,19,10,12,3,3,,1,,,,,,60
2015 Fall,Statistics,STAT,Statistics,154,1,Stat Predict Mach/L,Nusrat Rabbee,87654,,9,5,9,9,7,2,4,4,,1,1,,1,59
2015 Fall,Statistics,STAT,Statistics,155,1,Game Theory,Shobhana Murali Stoyanov,87663,2,14,7,9,9,7,7,5,5,2,1,2,2,2,75
2015 Fall,Statistics,STAT,Statistics,157,1,Topics In Prob/Stat,Noureddine El Karoui,87672,,11,4,1,,1,2,2,,,,,1,1,24
2015 Fall,Statistics,STAT,Statistics,159,1,Repro Collab Datsci,Kenneth Millman; Michael Jordan,87680,1,7,6,3,4,8,2,2,2,,,,1,,38
2015 Fall,Statistics,STAT,Statistics,197,107,Field Study In Stat,Gaston Sanchez Trujillo,87314,,,,,,,,,,,,,,,13
2015 Fall,Statistics,STAT,Statistics,198,2,Directed Group Stdy,Fletcher Ibser,87702,,,,,,,,,,,,,,,62
2015 Fall,Statistics,STAT,Statistics,198,3,Directed Group Stdy,David Brillinger,87705,,,,,,,,,,,,,,,32
2015 Fall,Statistics,STAT,Statistics,198,4,Directed Group Stdy,David Aldous; Lukas Vlahos,87708,,,,,,,,,,,,,,,21
2015 Fall,Statistics,STAT,Statistics,198,5,Directed Group Stdy,Hermann Pitters,87711,,,,,,,,,,,,,,,22
2015 Fall,Statistics,STAT,Statistics,198,6,Directed Group Stdy,Allan Sly,87714,,,,,,,,,,,,,,,55
2015 Fall,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,R1A,1,Performce & Writing,Martha Herrara-Lasso Gonzalez; Susan Kwan,88103,,7,4,5,1,1,,,,,,,,,18
2015 Fall,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,R1A,2,Performce & Writing,Lyndsey Ogle; Susan Kwan,88106,1,5,1,4,7,,,,,,,,,,18
2015 Fall,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,R1A,3,Performce & Writing,Kimberly Richards; Susan Kwan,88109,1,3,7,3,1,,,,,,,,,,15
2015 Fall,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,R1A,6,Performce & Writing,Stephanie Sherman; Susan Kwan,88118,,8,2,1,,1,,,,2,,,,,14
2015 Fall,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,R1B,1,Performce & Writing,Susan Kwan; Takeo Rivera,88121,1,10,1,1,5,,,,,,,,,,18
2015 Fall,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,R1B,2,Performce & Writing,Lindsey Summers,88124,,2,1,4,6,1,,,,,,,2,,16
2015 Fall,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,R1B,3,Performce & Writing,Lindsey Summers,88127,1,1,9,2,,1,1,,,,,,1,,17
2015 Fall,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,R1B,5,Performce & Writing,Srijani Ghosh,88132,7,8,,,,,,,,,,,,1,16
2015 Fall,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,5,1,Public Speaking,Lisa Porter,88133,,3,10,2,2,2,1,,,,,,,,23
2015 Fall,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,10,1,Intro To Acting,Maureen Tang,88136,1,7,2,1,,,,,,,,,,,12
2015 Fall,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,10,2,Intro To Acting,Samuel Haley-Hill,88139,,11,2,2,1,,,,,,,,,,18
2015 Fall,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,10,3,Intro To Acting,Maureen Tang,88142,4,4,3,,2,1,1,1,,,,,,,16
2015 Fall,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,10,4,Intro To Acting,Margo Hall-Callender,88145,,10,3,,2,,,,,,,,,,15
2015 Fall,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,20U,1,London: Thr Capital,Alan Read,88153,,14,9,16,,,,,,,,,,,39
2015 Fall,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,24,1,Freshman Seminar,Dunbar Ogden,88154,,,,,,,,,,,,,,,11
2015 Fall,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,26,1,Intro/Perform Stdy,Abigail De Kosnik,88157,13,16,8,9,4,1,4,,,2,,,2,,59
2015 Fall,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,40,1,Intro Modern Dance,Elizabeth Wymore,88166,1,22,1,,1,,,,,,,,,,26
2015 Fall,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,60,1,Intro Tech Theater,Laxmi Kumaran,88184,25,3,1,3,1,,,,,,,,,,33
2015 Fall,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,98,2,Directed Group Stdy,Natalie Rutiezer; Susan Kwan,88190,,,,,,,,,,,,,,,15
2015 Fall,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,98,4,Directed Group Stdy,Lisa Porter; Nathaniel Segal,88196,,,,,,,,,,,,,,,19
2015 Fall,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,109,1,Scene Stdy Charactr,Christopher Herold,88207,,12,4,,,,,,,,,,,,16
2015 Fall,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,109,2,Scene Stdy Charactr,Lisa Porter,88499,,1,7,3,,,,,,,,,,,11
2015 Fall,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,110A,1,Intermed Acting,Christopher Herold,88208,,13,1,,,,,,,,,,,,14
2015 Fall,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,110A,2,Intermed Acting,Domenique Lozano,88211,,12,1,,1,,,,,,,,,,15
2015 Fall,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,111,1,Advanced Acting,Lura Dolas,88214,,10,2,1,,,,,,,,,,,13
2015 Fall,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,119,1,Performance Theory,Shannon Steen,88220,6,3,4,1,1,1,,,,,,,,4,23
2015 Fall,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,121,2,Performance/Culture,Sima Belmar,88226,,17,16,1,1,1,,,,,,,,,36
2015 Fall,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,122,1,African Thr & Perf,Catherine Cole,88228,,7,5,5,,,1,,,,,,1,,20
2015 Fall,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,125,1,Performance/History,Angela Marino,88229,4,8,5,3,3,,1,,,,,,,,26
2015 Fall,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,126,2,Perform Literatures,Anna Muza,88235,3,9,3,,1,,,,,,,,,1,18
2015 Fall,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,139A,1,Playwriting Fndmls,Philip Gotanda,88238,4,11,,,,,,,,,,,,,16
2015 Fall,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,141,1,Interm Modern Dance,Amara Smith,88244,,18,,,2,,,2,,,,,,,22
2015 Fall,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,142,1,Adv Modern Dance,James Graham,88247,1,7,7,,3,,1,,,,,,,,22
2015 Fall,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,144,1,Sources Of Movement,Katharine Faulkner,88250,1,4,11,1,3,,,,,,,,,,22
2015 Fall,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,146A,1,Choreography,Joe Goode,88253,,5,4,4,,,,,,,,,,,13
2015 Fall,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,147A,1,Beginning Ballet,Susan Kwan,88256,,13,,,,,,,,,,,,,15
2015 Fall,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,173A,1,Scenic Design,Carol Smart,88292,,3,3,4,1,1,1,,,,,,,,13
2015 Fall,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,174A,1,Costume Design/Thtr,Carol Smart,88295,,2,2,3,2,3,,,,,,,,,12
2015 Fall,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,175A,1,Lighting Design,John Carpenter,88298,5,4,4,,,1,,,,,,,,,14
2015 Fall,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,198,4,Directed Group Stdy,Lisa Porter; Nathaniel Segal,88370,,,,,,,,,,,,,,,12
2015 Fall,UGIS-UG Interdisc Studies,AMERSTD,American Studies,10,1,Intro American Stdy,Christine Palmer; Mark Brilliant,2003,1,6,6,6,14,6,8,8,1,,,,1,,62
2015 Fall,UGIS-UG Interdisc Studies,AMERSTD,American Studies,101,2,Us Cultures In Time,Scott Saul,2024,,5,5,3,4,5,2,1,,,,,,,30
2015 Fall,UGIS-UG Interdisc Studies,AMERSTD,American Studies,101AC,1,Us Cultures In Time,Michael Cohen,2033,,17,20,22,14,8,1,1,5,,,,3,,131
2015 Fall,UGIS-UG Interdisc Studies,AMERSTD,American Studies,102,2,Us Cultures/Place,Justin Gomer,2039,3,6,12,8,7,11,1,6,5,,,,2,3,68
2015 Fall,UGIS-UG Interdisc Studies,AMERSTD,American Studies,H110,1,Honors Seminar,Christine Palmer,2042,,6,7,1,,,,,,,,,,,14
2015 Fall,UGIS-UG Interdisc Studies,AMERSTD,American Studies,C111E,1,American Studies,Richard Hutson,2045,,1,5,,3,2,1,,,,,,,2,15
2015 Fall,UGIS-UG Interdisc Studies,AMERSTD,American Studies,C134,1,Info Tech And Soc,Michel Laguerre,2057,,10,2,,,,1,,,,,,,1,14
2015 Fall,UGIS-UG Interdisc Studies,AMERSTD,American Studies,C171,1,Amer Dsgn Land 1850,Louise Mozingo,2063,,1,3,3,5,2,2,2,1,,,,,,21
2015 Fall,UGIS-UG Interdisc Studies,AMERSTD,American Studies,191,2,Senior Seminar,Justin Gomer,2075,,1,,,3,3,1,,1,,,,2,,11
2015 Fall,UGIS-UG Interdisc Studies,COG SCI,Cognitive Science,1,1,Intro To Cogsci,Terrance Regier,16003,3,28,34,36,33,15,4,4,1,,,,2,,166
2015 Fall,UGIS-UG Interdisc Studies,COG SCI,Cognitive Science,98,1,Directed Group Stdy,David Presti; Sahar Yousef,16033,,,,,,,,,,,,,,,28
2015 Fall,UGIS-UG Interdisc Studies,COG SCI,Cognitive Science,C100,1,Basic Issue Cog Sci,Jennifer Dorfman,16045,4,18,18,13,9,2,3,6,1,,,,,,74
2015 Fall,UGIS-UG Interdisc Studies,COG SCI,Cognitive Science,C127,1,Cognitive Neurosci,Jack Gallant,16048,1,4,9,26,19,21,5,3,1,,,,4,,103
2015 Fall,UGIS-UG Interdisc Studies,COG SCI,Cognitive Science,131,1,Comp Models Of Cog,Thomas Griffiths,16078,10,39,41,27,20,8,14,5,11,,4,,9,1,193
2015 Fall,UGIS-UG Interdisc Studies,COG SCI,Cognitive Science,198,1,Directed Group Stdy,David Presti; Sahar Yousef,16144,,,,,,,,,,,,,,,29
2015 Fall,UGIS-UG Interdisc Studies,COG SCI,Cognitive Science,198,2,Directed Group Stdy,David Presti; Sahar Yousef,16147,,,,,,,,,,,,,,1,30
2015 Fall,UGIS-UG Interdisc Studies,ISF,Interdisciplinary Studies,98,3,Directed Group Stdy,Rakesh Bhandari,45512,,,,,,,,,,,,,,,24
2015 Fall,UGIS-UG Interdisc Studies,ISF,Interdisciplinary Studies,100A,1,Soc Thry Cult Anlys,Gary Wren,45515,2,17,8,8,14,9,8,9,2,1,,,9,,97
2015 Fall,UGIS-UG Interdisc Studies,ISF,Interdisciplinary Studies,100F,1,Theoriz Modrn Capit,Rakesh Bhandari,45539,1,10,7,6,12,7,,5,1,,,,,2,54
2015 Fall,UGIS-UG Interdisc Studies,ISF,Interdisciplinary Studies,189,1,Isf Research Method,Rakesh Bhandari,45560,,9,2,3,2,1,1,,,,,,,3,21
2015 Fall,UGIS-UG Interdisc Studies,ISF,Interdisciplinary Studies,189,2,Isf Research Method,Earl Klee,45563,,5,5,4,5,4,1,2,1,,,,,,28
2015 Fall,UGIS-UG Interdisc Studies,ISF,Interdisciplinary Studies,189,3,Isf Research Method,Rakesh Bhandari,45566,,5,3,2,6,2,1,,,,,,,,19
2015 Fall,UGIS-UG Interdisc Studies,ISF,Interdisciplinary Studies,189,5,Isf Research Method,Bruce Newsome,45571,,1,1,4,6,5,,,2,,,,1,1,21
2015 Fall,UGIS-UG Interdisc Studies,ISF,Interdisciplinary Studies,190,1,Senior Thesis,Earl Klee,45572,,8,2,4,1,1,3,1,,1,,,1,,22
2015 Fall,UGIS-UG Interdisc Studies,ISF,Interdisciplinary Studies,190,2,Senior Thesis,Robert Ehrlich,45575,,2,2,4,3,1,2,,1,,1,1,2,,19
